NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
719,1,7191,Diancie,Rock,Fairy,Pink,Clear Body,,,6,1,0,0.7,8.8,50,100,150,100,150,50,600
719,2,7192,Mega Diancie,Rock,Fairy,Pink,Magic Bounce,,,6,1,1,1.1,27.8,50,160,110,160,110,110,700
720,1,7201,Hoopa,Psychic,Ghost,Purple,Magician,,,6,1,0,0.5,9,80,110,60,150,130,70,600
720,2,7202,Hoopa,Psychic,Dark,Purple,Magician,,,6,1,0,6.5,490,80,160,60,170,130,80,680
721,1,7211,Volcanion,Fire,Water,Brown,Watet Absorb,,,6,1,0,1.7,195,80,110,120,130,90,70,600
722,1,7221,Rowlet,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320
723,1,7231,Dartrix,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.7,16,78,75,75,70,70,52,420
724,1,7241,Decidueye,Grass,Ghost,Brown,Overgrow,,Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530
725,1,7251,Litten,Fire,,Red,Blaze,,Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320
726,1,7261,Torracat,Fire,,Red,Blaze,,Intimidate,7,0,0,0.7,25,65,85,50,80,50,90,420
727,1,7271,Incineroar,Fire,Dark,Red,Blaze,,Intimidate,7,0,0,1.8,83,95,115,90,80,90,60,530
728,1,7281,Popplio,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320
729,1,7291,Brionne,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420
730,1,7301,Primarina,Water,Fairy,Blue,Torrent,,Liquid Voice,7,0,0,1.8,44,80,74,74,126,116,60,530
731,1,7311,Pikipek,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265
732,1,7321,Trumbeak,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355
733,1,7331,Toucannon,Normal,Flying,Black,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26,80,120,75,75,75,60,485
734,1,7341,Yungoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6,48,70,30,30,30,45,253
735,1,7351,Gumshoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418
736,1,7361,Grubbin,Bug,,Grey,Swarm,,,7,0,0,0.4,4.4,47,62,45,55,45,46,300
737,1,7371,Charjabug,Bug,Electric,Green,Battery,,,7,0,0,0.5,10.5,57,82,95,55,75,36,400
738,1,7381,Vikavolt,Bug,Electric,Blue,Levitate,,,7,0,0,1.5,45,77,70,90,145,75,43,500
739,1,7391,Crabrawler,Fighting,,Purple,Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7,47,82,57,42,47,63,338
740,1,7401,Crabominable,Fighting,Ice,White,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180,97,132,77,62,67,43,478
741,1,7411,Oricorio,Fire,Flying,Red,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,2,7412,Oricorio,Electric,Flying,Yellow,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,3,7413,Oricorio,Psychic,Flying,Pink,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,4,7414,Oricorio,Ghost,Flying,Purple,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
742,1,7421,Cutiefly,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304
743,1,7431,Ribombee,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464
744,1,7441,Rockruff,Rock,,Brown,Keen Eye,Vital Spilit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280
744,2,7442,Rockruff,Rock,,Brown,Own Tempo,,,7,0,0,0.5,9.2,45,65,40,30,40,60,280
745,1,7451,Lycanroc,Rock,,Brown,Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25,75,115,65,55,65,112,487
745,2,7452,Lycanroc,Rock,,Red,Keen Eye,Vital Spilit,No Guard,7,0,0,1.1,25,85,115,75,55,75,82,487
745,3,7453,Lycanroc,Rock,,Brown,Tough Claws,,,7,0,0,0.8,25,75,117,65,55,65,110,487
746,1,7461,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,0.2,0.3,45,20,20,25,25,40,175
746,2,7462,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,8.2,78.6,45,140,130,140,135,30,620
747,1,7471,Mareanie,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.4,8,50,53,62,43,52,45,305
748,1,7481,Toxapex,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495
749,1,7491,Mudbray,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,1,110,70,100,70,45,55,45,385
750,1,7501,Mudsdale,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920,100,125,100,55,85,35,500
751,1,7511,Dewpider,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,0.3,4,38,40,52,40,72,27,269
752,1,7521,Araquanid,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,1.8,82,68,70,92,50,132,42,454
753,1,7531,Fomantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250
754,1,7541,Lurantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480
755,1,7551,Morelull,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285
756,1,7561,Shiinotic,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,1,11.5,60,45,80,90,100,30,405
757,1,7571,Salandit,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320
758,1,7581,Salazzle,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480
759,1,7591,Stufful,Normal,Fighting,Pink,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340
760,1,7601,Bewear,Normal,Fighting,Pink,Fluffy,Klutz,Unnerve,7,0,0,2.1,135,120,125,80,55,60,60,500
761,1,7611,Bounsweet,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210
762,1,7621,Steenee,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290
763,1,7631,Tsareena,Grass,,Purple,Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510
764,1,7641,Comfey,Fairy,,Green,Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485
765,1,7651,Oranguru,Normal,Psychic,White,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76,90,60,80,90,110,60,490
766,1,7661,Passimian,Fighting,,White,Reciever,,Defiant,7,0,0,2,82.8,100,120,90,40,60,80,490
767,1,7671,Wimpod,Bug,Water,Grey,Wimp Out,,,7,0,0,0.5,12,25,35,40,20,30,80,230
768,1,7681,Golisopod,Bug,Water,Grey,Emergency Exit,,,7,0,0,2,108,75,125,140,60,90,40,530
769,1,7691,Sandygast,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,0.5,70,55,55,80,70,45,15,320
770,1,7701,Palossand,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,1.3,250,85,75,110,100,75,35,480
771,1,7711,Pyukumuku,Water,,Black,Innards Out,,Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410
772,1,7721,Type: Null,Normal,,Grey,Battle Armor,,,7,1,0,1.9,120.5,95,95,95,95,95,59,534
773,1,7731,Silvally,Normal,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
774,1,7741,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,40,60,60,100,60,100,60,440
774,2,7742,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,0.3,60,100,60,100,60,120,500
775,1,7751,Komala,Normal,,Blue,Comatose,,,7,0,0,0.4,19.9,65,115,65,75,95,65,480
776,1,7761,Turtonator,Fire,Dragon,Red,Shell Armor,,,7,0,0,2,212,60,78,135,91,85,36,485
777,1,7771,Togedemaru,Electric,Steel,Grey,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435
778,1,7781,Mimikyu,Ghost,Fairy,Yellow,Disguise,,,7,0,0,0.2,0.7,55,90,80,50,105,96,476
779,1,7791,Bruxish,Water,Psychic,Pink,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19,68,105,70,70,70,92,475
780,1,7801,Drampa,Normal,Dragon,White,Berserk,Sap Sipper,Cloud Nine,7,0,0,3,185,78,60,85,135,91,36,485
781,1,7811,Dhelmise,Ghost,Grass,Green,Steelworker,,,7,0,0,3.9,210,70,131,100,86,90,40,517
782,1,7821,Jangmo-o,Dragon,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300
783,1,7831,Hakamo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47,55,75,90,65,70,65,420
784,1,7841,Kommo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600
785,1,7851,Tapu Koko,Electric,Fairy,Yellow,Electric Surge,,Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570
786,1,7861,Tapu Lele,Psychic,Fairy,Pink,Psychic Surge,,Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570
787,1,7871,Tapu Bulu,Grass,Fairy,Red,Grassy Surge,,Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570
788,1,7881,Tapu Fini,Water,Fairy,Purple,Misty Surge,,Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570
789,1,7891,Cosmog,Psychic,,Blue,Unaware,,,7,1,0,0.2,0.1,43,29,31,29,31,37,200
790,1,7901,Cosmoem,Psychic,,Blue,Sturdy,,,7,1,0,0.1,999.9,43,29,131,29,131,37,400
791,1,7911,Solgaleo,Psychic,Steel,White,Full Metal Body,,,7,1,0,3.4,230,137,137,107,113,89,97,680
792,1,7921,Lunala,Psychic,Ghost,Purple,Shadow Shield,,,7,1,0,4,120,137,113,89,137,107,97,680
793,1,7931,Nihilego,Rock,Poison,White,Beast Boost,,,7,1,0,1.2,55.5,109,53,47,127,131,103,570
794,1,7941,Buzzwole,Bug,Fighting,Red,Beast Boost,,,7,1,0,2.4,333.6,107,139,139,53,53,79,570
795,1,7951,Pheromosa,Bug,Fighting,White,Beast Boost,,,7,1,0,1.8,25,71,137,37,137,37,151,570
796,1,7961,Xurkitree,Electric,,Black,Beast Boost,,,7,1,0,3.8,100,83,89,71,173,71,83,570
797,1,7971,Celesteela,Steel,Flying,Green,Beast Boost,,,7,1,0,9.2,999.9,97,101,103,107,101,61,570
798,1,7981,Kartana,Grass,Steel,White,Beast Boost,,,7,1,0,0.3,0.1,59,181,131,59,31,109,570
799,1,7991,Guzzlord,Dark,Dragon,Black,Beast Boost,,,7,1,0,5.5,888,223,101,53,97,53,43,570
800,1,8001,Necrozma,Psychic,,Black,Prism Armor,,,7,1,0,2.4,230,97,107,101,127,89,79,600
800,2,8002,Necrozma,Psychic,Steel,Yellow,Prism Armor,,,7,1,0,3.8,460,97,157,127,113,109,77,680
800,3,8003,Necrozma,Psychic,Ghost,Blue,Prism Armor,,,7,1,0,4.2,350,97,113,109,157,127,77,680
800,4,8004,Necrozma,Psychic,Dragon,Yellow,Neuroforce,,,7,1,0,7.5,230,97,167,97,167,97,129,754
801,1,8011,Magearna,Steel,Fairy,Grey,Soul-Heart,,,7,1,0,1,80.5,80,95,115,130,115,65,600
802,1,8021,Marshadow,Fighting,Ghost,Grey,Technician,,,7,1,0,0.7,22.2,90,125,80,90,90,125,600
803,1,8031,Poipole,Poison,,Purple,Beast Boost,,,7,1,0,0.6,1.8,67,73,67,73,67,73,420
804,1,8041,Naganadel,Poison,Dragon,Purple,Beast Boost,,,7,1,0,3.6,150,73,73,73,127,73,121,540
805,1,8051,Stakataka,Rock,Steel,Grey,Beast Boost,,,7,1,0,5.5,820,61,131,211,53,101,13,570
806,1,8061,Blacephalon,Fire,Ghost,White,Beast Boost,,,7,1,0,1.8,13,53,127,53,151,79,107,570
807,1,8071,Zeraora,Electric,,Yellow,Volt Absorb,,,7,1,0,1.5,44.5,88,112,75,102,80,143,600
808,1,8081,Meltan,Steel,,Grey,Magnet Pull,,,7,1,0,0.2,8,46,65,65,55,35,34,300
809,1,8091,Melmetal,Steel,,Grey,Iron Fist,,,7,1,0,2.5,800,135,143,143,80,65,34,600
810,1,8101,Grookey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.3,5,50,65,50,40,40,65,310
811,1,8111,Thwackey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.7,14,70,85,70,55,60,80,420
812,1,8121,Rillaboom,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,2.1,90,100,125,90,60,70,85,530
813,1,8131,Scorbunny,Fire,,White,Blaze,,Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310
814,1,8141,Raboot,Fire,,Grey,Blaze,,Libero,8,0,0,0.6,9,65,86,60,55,60,94,420
815,1,8151,Cinderace,Fire,,White,Blaze,,Libero,8,0,0,1.4,33,80,116,75,65,75,119,530
816,1,8161,Sobble,Water,,Blue,Torrent,,Sniper,8,0,0,0.3,4,50,40,40,70,40,70,310
817,1,8171,Drizzile,Water,,Blue,Torrent,,Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425
818,1,8181,Inteleon,Water,,Blue,Torrent,,Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540
819,1,8191,Skwovet,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260
820,1,8201,Greedent,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.6,6,120,95,55,55,75,20,420
821,1,8211,Rookidee,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275
822,1,8221,Convisquire,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16,68,67,55,43,55,77,365
823,1,8231,Conviknight,Flying,Steel,Purple,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495
824,1,8241,Blipbug,Bug,,Blue,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8,25,20,20,25,45,45,180
825,1,8251,Dottler,Bug,Psychic,Yellow,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335
826,1,8261,Orbeetle,Bug,Psychic,Red,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505
827,1,8271,Nickit,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245
828,1,8281,Thievul,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455
829,1,8291,Gossifleur,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250
830,1,8301,Eldegoss,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460
831,1,8311,Wooloo,Normal,,White,Fluffy,Run Away,Bulletproof,8,0,0,0.6,6,42,40,55,40,45,48,270
832,1,8321,Dubwool,Normal,,White,Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43,72,80,100,60,90,88,490
833,1,8331,Chewtle,Water,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284
834,1,8341,Drednaw,Water,Rock,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485
835,1,8351,Yamper,Electric,,Yellow,Bell Fetch,,Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270
836,1,8361,Boltund,Electric,,Yellow,Strong Jaw,,Competitive,8,0,0,1,34,69,90,60,90,60,121,490
837,1,8371,Rolycoly,Rock,,Black,Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12,30,40,50,40,50,30,240
838,1,8381,Carkol,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78,80,60,90,60,70,50,410
839,1,8391,Coalossal,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510
840,1,8401,Applin,Grass,Dragon,Green,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260
841,1,8411,Flapple,Grass,Dragon,Green,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485
842,1,8421,Appletun,Grass,Dragon,Green,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485
843,1,8431,Silicobra,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315
844,1,8441,Sandaconda,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510
845,1,8451,Cramorant,Flying,Water,Blue,Gulp Missile,,,8,0,0,0.8,18,70,85,55,85,95,85,475
846,1,8461,Arrokuda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,0.5,1,41,63,40,40,30,66,280
847,1,8471,Barraskewda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,1.3,30,61,123,60,60,50,136,490
848,1,8481,Toxel,Electric,Poison,Purple,Rattled,Static,Klutz,8,0,0,0.4,11,40,38,35,54,35,40,242
849,1,8491,Toxtricity,Electric,Poison,Purple,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
849,2,8492,Toxtricity,Electric,Poison,Purple,Punk Rock,Minus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
850,1,8501,Sizzlipede,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1,50,65,45,50,50,45,305
851,1,8511,Centiskorch,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525
852,1,8521,Clobbopus,Fighting,,Brown,Limber,,Technician,8,0,0,0.6,4,50,68,60,50,50,32,310
853,1,8531,Grapploct,Fighting,,Blue,Limber,,Technician,8,0,0,1.6,39,80,118,90,70,80,42,480
854,1,8541,Sinistea,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308
855,1,8551,Polteageist,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508
856,1,8561,Hatenna,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280
857,1,8571,Hattrem,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395
858,1,8581,Hatterene,Psychic,Fairy,Pink,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460
859,1,8591,Impidimp,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300
860,1,8601,Morgrem,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370
861,1,8611,Grimmsnarl,Dark,Fairy,Purple,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510
862,1,8621,Obstagoon,Dark,Normal,Grey,Reckless,Guts,Defiant,8,0,0,1.6,46,93,90,101,60,81,95,520
863,1,8631,Perrserker,Steel,,Brown,Battle Armor,Tough Claws,Steely Spilit,8,0,0,0.8,28,70,110,100,50,60,50,440
864,1,8641,Cursola,Ghost,,White,Weak Armor,,Perish Body,8,0,0,1,0.4,60,95,50,145,130,30,510
865,1,8651,Sirfetch'd,Fighting,,White,Steadfast,,Scrappy,8,0,0,0.8,117,62,135,95,68,82,65,507
866,1,8661,Mr. Rime,Ice,Psychic,Purple,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520
867,1,8671,Runerigus,Ground,Ghost,Grey,Wandering Spilit,,,8,0,0,1.6,66.6,58,95,145,50,105,30,483
868,1,8681,Milcery,Fairy,,White,Sweet Veil,,Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270
869,1,8691,Alcremie,Fairy,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
870,1,8701,Falinks,Fighting,,Yellow,Battle Armor,,Defiant,8,0,0,3,62,65,100,100,70,60,75,470
871,1,8711,Pincurchin,Electric,,Purple,Lightning Rod,,Electric Surge,8,0,0,0.3,1,48,101,95,91,85,15,435
872,1,8721,Snom,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,0.3,3.8,30,25,35,45,30,20,185
873,1,8731,Frosmoth,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,1.3,42,70,65,60,125,90,65,475
874,1,8741,Stonjourner,Rock,,Grey,Power Spot,,,8,0,0,2.5,520,100,125,135,20,20,70,470
875,1,8751,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89,75,80,110,65,90,50,470
875,2,8752,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89,75,80,70,65,50,130,470
876,1,8761,Indeedee M,Psychic,Normal,Purple,Inner Focus,Synchronize,Psychic Surge,8,0,0,0.9,28,60,65,55,105,95,95,475
876,2,8762,Indeedee F,Psychic,Normal,Purple,Own Tempo,Synchronize,Psychic Surge,8,0,0,0.9,28,70,55,65,95,105,85,475
877,1,8771,Morpeko,Electric,Dark,Yellow,Hunger Switch,,,8,0,0,0.3,3,58,95,58,70,58,97,436
878,1,8781,Cufant,Steel,,Yellow,Sheer Force,,Heavy Metal,8,0,0,1.2,100,72,80,49,40,49,40,330
879,1,8791,Copperajah,Steel,,Green,Sheer Force,,Heavy Metal,8,0,0,3,650,122,130,69,80,69,30,500
880,1,8801,Dracozolt,Electric,Dragon,Green,Volt Absorb,Hustle,Sand Rush,8,0,0,1.8,190,90,100,90,80,70,75,505
881,1,8811,Arctozolt,Electric,Ice,Blue,Volt Absorb,Static,Slush Rush,8,0,0,2.3,150,90,100,90,90,80,55,505
882,1,8821,Dracovish,Water,Dragon,Green,Water Absorb,Strong Jaw,Sand Rush,8,0,0,2.3,215,90,90,100,70,80,75,505
883,1,8831,Arctovish,Water,Ice,Blue,Water Absorb,Ice Body,Slush Rush,8,0,0,2,175,90,90,100,80,90,55,505
884,1,8841,Duraludon,Steel,Dragon,White,Light Metal,Heavy Metal,Stalwart,8,0,0,1.8,40,70,95,115,120,50,85,535
885,1,8851,Dreepy,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,0.5,2,28,60,30,40,30,82,270
886,1,8861,Drakloak,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,1.4,11,68,80,50,60,50,102,410
887,1,8871,Dragapult,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,3,50,88,120,75,100,75,142,600
888,1,8881,Zacian,Fairy,,Blue,Intrepid Sword,,,8,1,0,2.8,110,92,130,115,80,115,138,670
888,2,8882,Zacian,Fairy,Steel,Blue,Intrepid Sword,,,8,1,0,2.8,355,92,170,115,80,115,148,720
889,1,8891,Zamazanta,Fighting,,Red,Dauntless Shield,,,8,1,0,2.9,210,92,130,115,80,115,138,670
889,2,8892,Zamazanta,Fighting,Steel,Red,Dauntless Shield,,,8,1,0,2.9,785,92,130,145,80,145,128,720
890,1,8901,Eternatus,Poison,Dragon,Purple,Pressure,,,8,1,0,2,950,140,85,95,145,95,130,690
891,1,8911,Kubfu,Fighting,,Grey,Inner Focus,,,8,1,0,0.6,12,60,90,60,53,50,72,385
892,1,8921,Urshifu,Fighting,Dark,Grey,Unseen Fist,,,8,1,0,1.9,105,100,130,100,63,60,97,550
892,2,8922,Urshifu,Fighting,Water,Grey,Unseen Fist,,,8,1,0,1.9,105,100,130,100,63,60,97,550
893,1,8931,Zarude,Dark,Grass,Green,Leaf Guard,,,8,1,0,1.8,70,105,120,105,70,95,105,600
